0,1,,0.2700000000000000000000
0,2,,0.4500000000000000000000
0,3,,0.6300000000000000000000
1,1,2-Topper Pizza,1.4957716417910447760700
1,2,2-Topper Pizza,2.5649094527363184078800
1,3,2-Topper Pizza,3.6794910447761194028600
2,1,Grand Slam Pizza,2.4183649253731343283100
2,2,Grand Slam Pizza,4.0674094527363184078800
2,3,Grand Slam Pizza,5.8544910447761194028600
3,1,Vegetarian Pizza,2.1733649253731343283100
3,2,Vegetarian Pizza,3.6299094527363184078800
3,3,Vegetarian Pizza,5.0594910447761194028600
4,1,Hot Country Pizza,2.3279111517882286679450
4,2,Hot Country Pizza,3.9578893269501548858850
4,3,Hot Country Pizza,5.6171212334553646859050
6,1,Hawaiian Feast Pizza,2.3883649253731343283100
6,2,Hawaiian Feast Pizza,3.7849094527363184078800
6,3,Hawaiian Feast Pizza,5.2194910447761194028600
7,1,73 Deluxe Pizza,2.1208649253731343283100
7,2,73 Deluxe Pizza,3.5849094527363184078800
7,3,73 Deluxe Pizza,5.2094910447761194028600
8,1,Not So Basic Cheese Pizza,1.7483649253731343283100
8,2,Not So Basic Cheese Pizza,2.8249094527363184078800
8,3,Not So Basic Cheese Pizza,3.9394910447761194028600
9,1,Meat Supreme Pizza,2.2233649253731343283100
9,2,Meat Supreme Pizza,3.9574094527363184078800
9,3,Meat Supreme Pizza,5.6119910447761194028600
10,1,Hot Wings Wing Meal,3.0523555555555555555600
10,2,Hot Wings Wing Meal,4.4339333333333333333400
10,3,Hot Wings Wing Meal,5.1336833333333333333400
11,1,Golden Wings Wing Meal,3.1023555555555555555600
11,2,Golden Wings Wing Meal,4.2381333333333333333400
11,3,Golden Wings Wing Meal,5.2449333333333333333400
12,0,40pc Box O'Wings,10.3735250000000000000000
13,0,Veggies Side Order,0.5500000000000000000000
15,0,Caesar Salad,0.8327000000000000000000
17,0,Breadsticks,0.9053067993366500828400
18,0,Fries Side Order,0.6711111111111111111200
19,0,Can of Pepsi,0.4800000000000000000000
20,0,Can of Diet Pepsi,0.4800000000000000000000
22,0,2 litre of Pepsi,1.6400000000000000000000
23,0,2 litre of Diet Pepsi,1.6400000000000000000000
24,0,2 litre of 7-UP,1.6400000000000000000000
25,0,2 litre of Root Beer,1.9100000000000000000000
28,0,Giant Cookie,1.0600000000000000000000
31,1,BBQ Wings Side Order,2.4220000000000000000000
32,1,Honey Garlic Wings Side Order,2.4490000000000000000000
33,1,Golden Wings Side Order,2.4860000000000000000000
34,1,Hot Wings Side Order,2.4360000000000000000000
48,1,Chicken Deluxe Pizza,2.6658649253731343283100
48,2,Chicken Deluxe Pizza,4.4999094527363184078800
48,3,Chicken Deluxe Pizza,6.4844910447761194028600
49,1,BBQ Chicken Pizza,2.5139399253731343283150
49,2,BBQ Chicken Pizza,4.5573427860696517412200
49,3,BBQ Chicken Pizza,6.4306410447761194028700
60,0,Can of 7-UP,0.4800000000000000000000
61,0,Can of Mug Root Beer,0.4800000000000000000000
66,1,BBQ Wing Meal,3.0383555555555555555600
66,2,BBQ Wing Meal,4.1421333333333333333400
66,3,BBQ Wing Meal,5.1249333333333333333400
67,1,Honey Garlic Wing Meal,3.0653555555555555555600
67,2,Honey Garlic Wing Meal,4.1826333333333333333400
67,3,Honey Garlic Wing Meal,5.1755583333333333333400
79,0,Cheddar Dip,0.2400000000000000000000
80,0,Santa Fe Dip,0.2400000000000000000000
81,1,Lite Pizza,2.5133649253731343283100
81,2,Lite Pizza,4.2074094527363184078800
81,3,Lite Pizza,5.9894910447761194028600
82,1,Extra Sauce Topping,0.1388499999999999999900
82,2,Extra Sauce Topping,0.1851333333333333333200
82,3,Extra Sauce Topping,0.2776999999999999999800
83,1,Ham Topping,0.3000000000000000000000
83,2,Ham Topping,0.5000000000000000000000
83,3,Ham Topping,0.7000000000000000000000
84,1,Pepperoni Topping,0.1500000000000000000000
84,2,Pepperoni Topping,0.2500000000000000000000
84,3,Pepperoni Topping,0.3500000000000000000000
85,1,Mushroom Topping,0.1800000000000000000000
85,2,Mushroom Topping,0.3000000000000000000000
85,3,Mushroom Topping,0.4200000000000000000000
86,1,Pineapple Topping,0.1800000000000000000000
86,2,Pineapple Topping,0.3000000000000000000000
86,3,Pineapple Topping,0.4200000000000000000000
87,1,Green Pepper Topping,0.1350000000000000000000
87,2,Green Pepper Topping,0.2250000000000000000000
87,3,Green Pepper Topping,0.3150000000000000000000
88,1,Tomato Topping,0.3600000000000000000000
88,2,Tomato Topping,0.4800000000000000000000
88,3,Tomato Topping,0.6000000000000000000000
89,1,Extra Cheese Topping,0.3375000000000000000000
89,2,Extra Cheese Topping,0.6075000000000000000000
89,3,Extra Cheese Topping,0.8100000000000000000000
90,1,Ground Beef Topping,0.3150000000000000000000
90,2,Ground Beef Topping,0.5400000000000000000000
90,3,Ground Beef Topping,0.7200000000000000000000
91,1,Salami Topping,0.1900000000000000000000
91,2,Salami Topping,0.3325000000000000000000
91,3,Salami Topping,0.4750000000000000000000
92,1,Shrimp Topping,0.3200000000000000000000
92,2,Shrimp Topping,0.5600000000000000000000
92,3,Shrimp Topping,0.7200000000000000000000
93,1,Sausage Topping,0.2700000000000000000000
93,2,Sausage Topping,0.4500000000000000000000
93,3,Sausage Topping,0.6300000000000000000000
94,1,Onion Topping,0.0750000000000000000000
94,2,Onion Topping,0.1250000000000000000000
94,3,Onion Topping,0.1750000000000000000000
95,1,Black Olive Topping,0.2850000000000000000000
95,2,Black Olive Topping,0.4750000000000000000000
95,3,Black Olive Topping,0.6650000000000000000000
96,1,Anchovies Topping,0.3600000000000000000000
96,2,Anchovies Topping,0.4800000000000000000000
96,3,Anchovies Topping,0.6000000000000000000000
97,1,Crushed Bacon Topping,0.1500000000000000000000
97,2,Crushed Bacon Topping,0.2250000000000000000000
97,3,Crushed Bacon Topping,0.3000000000000000000000
98,1,Jalapeno Topping,0.2125000000000000000000
98,2,Jalapeno Topping,0.3825000000000000000000
98,3,Jalapeno Topping,0.5525000000000000000000
99,1,Feta Cheese Topping,0.3625000000000000000000
99,2,Feta Cheese Topping,0.5800000000000000000000
99,3,Feta Cheese Topping,0.8700000000000000000000
101,1,Chicken Topping,0.7875000000000000000000
101,2,Chicken Topping,1.3500000000000000000000
101,3,Chicken Topping,2.0250000000000000000000
118,1,Greek Goddess,2.2358649253731343283100
118,2,Greek Goddess,3.8499094527363184078800
118,3,Greek Goddess,5.5744910447761194028600
119,1,Italian Stallion,2.2008649253731343283100
119,2,Italian Stallion,3.7874094527363184078800
119,3,Italian Stallion,5.3594910447761194028600
120,1,American Pie,1.9233649253731343283100
120,2,American Pie,3.3299094527363184078800
120,3,American Pie,4.7744910447761194028600
121,1,Fire Chicken,2.9095149253731343283200
121,2,Fire Chicken,4.9522761194029850745600
121,3,Fire Chicken,7.0992910447761194028800
132,1,Spinach Topping,0.1200000000000000000000
